sekolah_id,nama_sekolah
e0af0d58-013c-e111-b2c6-b55669f50b39,SD NEGERI UE BANGKE
e05e0c58-013c-e111-a19f-dd1ee7665980,SD NEGERI SILITI
e02ff21e-ac84-e211-831b-b713103638e0,SMP NEGERI 3 POSO PESISIR
404bf757-013c-e111-9656-77643754d0b6,SD NEGERI 1 TINIGI
6766b59d-c40d-4a94-9563-087f1fbf33c0,SMAN 1 SINDUE
d0692bfa-f0fe-e111-b545-ad67d45b1e96,SMPN 4 KARAMAT SATAP MENDAAN
4cd2814e-4dc0-44c7-a854-d3babc9267a2,MTSS DDI SIAPO
3084eb57-013c-e111-a40f-f3aa683c6866,SD NEGERI 6 TOLITOLI
c0171458-013c-e111-ac3f-dfaa444081b2,SD INPRES 2 SAUSU
30da4558-013c-e111-9d26-b767b24066c7,SD NEGERI 4 PALU
59a94474-9141-4c7d-a57a-197f67911be5,SMAN 1 TOMINI
40e5d6b0-2c04-421c-993a-a4bb4cd06172,SMP PERSADA KAMPUNG BARU
c0cf0358-013c-e111-9bdd-6ba8cc9af9a3,SD NEGERI UMPANGA
e0112658-013c-e111-a42e-dfe3b2f17127,SD INPRES RAJA BASAR
4073d758-013c-e111-b9e8-3d6df9adfad8,SMP NEGERI 1 UNA-UNA
f0e0b558-013c-e111-a51e-69d687caab86,SMP NEGERI 1 BALAESANG
5089955c-53f2-e111-b4ce-d52378c995a0,SMP NEGERI 4 ULUBONGKA
99392669-561b-4965-86ff-a2bb15429294,SMAN 1 BUNGKU UTARA
b01ce5b0-7d00-4f52-a677-4264c5d4ea76,SMK NEGERI 1 BANGGAI
e9a723f8-9b7f-42d7-9ef1-0195872e35d9,SDN 11 BANAWA TENGAH
8ac1d4ed-594f-494e-be02-ef6aa6a89f9d,SMP NEGERI 4 TOGEAN
804e3658-013c-e111-9d83-852214962bee,SD NEGERI TAYAWA
b0a3ab57-013c-e111-9cfa-a53bc651b69c,SD INPRES SUKAJAYA
90335058-013c-e111-b158-eb25ba5fa6fe,SD INPRES 3 LAI
30b63257-013c-e111-9aef-85b066ff762e,SDN INPRES KALUPAPI
f0e5858a-87d1-e111-acb9-4fa23ed48dcc,SDI RAUDHATUL JANNAH
50e97f57-013c-e111-9773-21f5b2010e03,SDN 22 BALAESANG
209b5058-013c-e111-aae4-c5193aaef478,SD INPRES 8 MAMBORO
f0902958-013c-e111-b1e5-4f62e8b17b14,SD NEGERI SALMEKAR Wilayah Khusus
60ebd658-013c-e111-9e26-0b7fd6a4f2a4,SMP NEGERI 4 AMPANA TETE
80ee4558-013c-e111-9181-4df75fca74e8,SD NEGERI 6 PALU
6a6eaeef-ad60-41c8-b5eb-34723ec71e9c,SMP NEGERI 7 MENUI SATU ATAP
0fd2933b-93c7-48e6-b105-d2474e5172fd,SMAN 1 AMPANA KOTA
a0a32e58-013c-e111-827d-310f9d06a5e9,SD NEGERI BAHARI TADA
00c3d958-013c-e111-a99e-2d8c0cb93da6,SMP NEGERI 15 PALU
e036db75-4f97-e211-8073-657d48a95076,SMP SATU ATAP NEGERI 1 PARIGI BARAT
a000ae57-013c-e111-8609-250eb575293f,SD INPRES KAYOWA
200bd158-013c-e111-beb2-2d3774a4fdf8,SMP NEGERI 1 MAMOSALATO
f8a26b9c-9dc4-45c0-a3db-d623eaa6a415,SMP NEGERI SATU ATAP SIBALUTON
80184757-013c-e111-bd90-61cfc115b855,SD NEGERI OSAN
80378557-013c-e111-9dd4-9352c68d8437,SDN 2 SOJOL
707aba58-013c-e111-9645-e7d4bc10b303,SMP NEGERI 2 POSO PESISIR
235b4b2d-4c6b-49d2-81d5-623da87c9556,SMA NEGERI 2 UNA-UNA
9016645c-fbfe-e111-a667-67501599de3c,SMP ALKHAIRAAT BAJO
20caed57-013c-e111-b321-ad2a26ed59d8,SD NEGERI PEKKASALO
60f6c715-489f-4d97-88cb-8f6f971416ef,SMA NEGERI 1 BALAESANG TANJUNG
602e5258-013c-e111-a671-0121645e3e73,SD NEGERI LEMBANATO
705c7a57-013c-e111-8a5d-fb7795546e87,SDN 1 SIRENJA
00eb4257-013c-e111-8363-7761a3daa79d,SD INPRES MATAMALING
a08f5d57-013c-e111-8110-7d2cbbd25452,SD INPRES 1 LANGALESO
707e125d-e7fe-e111-920f-5f86b95ebd3f,SMP NEGERI 4 SATAP NUHON
195b8ae1-c849-424e-871b-66e4e9f4db08,UPTD SMAN 1 BULUTABA
90f2b844-1406-e211-ba1a-f7df1c9aae80,SDIT WIHDATUL UMMAH
b7b7b7b9-a43a-465f-8979-b19770e44abc,SMKS AMALIAH PALU
4035bf58-013c-e111-81ec-d30e0a8c4696,SMP NEGERI 6 LUWUK
2064f657-013c-e111-a802-55c209da2ed5,SD NEGERI TOBOLOIT
90704958-013c-e111-bf29-e199be7e963a,SD NEGERI 13 PALU
00fa8557-013c-e111-b274-2d1a4437ed2f,SDN 28 SOJOL
77206cd3-bc26-4ad8-8bcc-cb0d44723787,SMA NEGERI 2 TOJO
60c21158-013c-e111-86c5-3ddea29ecb63,SD NEGERI KOLO BAWAH
a0f82c58-013c-e111-aac4-015fc7333307,SD INPRES TORUE
80c5c158-013c-e111-a04c-cd5e1469a600,SMP NEGERI 2 BUALEMO
002e5d57-013c-e111-a7d0-019f7036dd65,SD INPRES KOTAPULU
402e6557-013c-e111-a7d8-3b44355b440c,SDN 6 PINEMBANI
c0dd2e58-013c-e111-8e1e-55d52541af81,SD NEGERI INTI SIGENTI
c0c46ca2-c1cc-e111-a034-ed5f4613706d,SD BK Siwongi 
50213457-013c-e111-b48b-0b31ceb8c4c3,SD NEGERI TOLOKIBIT
40193f58-013c-e111-8085-47456eb368f1,SD NEGERI KULINGKINARI
2027a352-70cc-430c-87e5-6880d1c2d730,Data sekolah kosong (ID tidak aktif/invalid)
f00a511a-53f2-e111-8f0b-bf615826ee13,SMP NEGERI 7 ULUBONGKA
e0a8b757-013c-e111-8d20-7d31ecc293b8,SD NEGERI 7 BERTINGKAT LUWUK
dddf02e0-7d9d-42ac-ac82-e5ae4a2ca99c,SMPS IT AN-NAS 2 PATTIRO
c0222958-013c-e111-bac2-173be9a21a73,SMP SATU ATAP NEGERI 1 BOLANO LAMBUNU
b2429959-6bcb-4f56-b104-8647f3e1f660,MIN 3 PARIGI
ae44da0b-90e6-4a41-9a9e-c9bb64271012,MTSS ALKHAIRAAT BALAMOA
a85007a8-efd8-4479-8193-e5fac06417fb,SDN 23 RIO PAKAVA
80036358-013c-e111-b270-51a36684b2ab,SD ALKHAIRAAT TOMOLI
e045f657-013c-e111-bede-9172892b53d8,SD NEGERI 1 MAIBUA
d17840c8-7cb5-4080-a464-9c5dd47c0ad8,SMAN 1 PAMONA SELATAN
895bc6ed-b092-41b9-a477-e337c3f2b5da,SMP AL-IHSAN SABANG
50f1db57-013c-e111-8969-4f5ac9ee3b67,SD NEGERI 9 BOKAT
a03dba58-013c-e111-9265-7ba9d5caf920,SMP NEGERI 1 LORE TIMUR
a0ec7657-013c-e111-8035-ab70feb07a67,SDN 14 SINDUE
8003c458-013c-e111-a28d-a3e3f9aec718,SMP NEGERI 1 NUHON
a05f0858-013c-e111-b446-138b6196d210,SD NEGERI 2 TALIWAN
607fa141-0269-e211-9f01-1784c3b0ea88,SD NEGERI SILAMPAYANG
70a42758-013c-e111-a959-7bc786a26c68,SD INPRES BOLANO
915c9731-4fed-4166-b584-e433eb2e4398,MIS ALKHAIRAAT PATIWUNGA
60656f57-013c-e111-a060-1fa1c4dc65a0,SDN 17 BANAWA
50aff557-013c-e111-99ec-e1270403fa29,SD NEGERI 2 TAMBUN
7032572d-38f3-e111-b427-59cf20a2cf07,SD NEGERI 4 TOMADO
6dc7c91e-d470-4cad-a29e-d86b2f3e3953,SMA INTEGRAL RAHMATULLAH
108d0358-013c-e111-88ab-7f661efc9c79,SD NEGERI BAHOEA REKO REKO
00840258-013c-e111-816b-990a8949004b,SD NEGERI 09 BUNGKU
3001f657-013c-e111-ab06-7da6d036acfb,SD NEGERI 1 DADAKITAN
d0ad6857-013c-e111-99de-35d5c68bf1ce,SD INPRES LOLU
c05ec157-013c-e111-b5f5-d160e36c0d50,SD NEGERI 1 TOLISU
507d6358-013c-e111-b8c2-31dc4b07737b,SD MUHAMMADIYAH TAOPA
40d0d258-013c-e111-9674-052ad47d6284,SMP NEGERI 1 SINIU
a0223d58-013c-e111-87b9-df57b47a8d88,SD NEGERI 10 AMPANA KOTA
40bffd57-013c-e111-b470-336ee8da7463,SD NEGERI DONGKALAN
c0a8b258-013c-e111-bc84-b18322132788,SMP NEGERI 12 SIGI
8073e058-013c-e111-8cec-1996e4dac1c1,SMP MUHAMMADIYAH LUWUK
105d5058-013c-e111-8c54-8b8c0adf0127,SD INPRES 5 TAIPA LAGA
f06f9157-013c-e111-9bc6-c9d7dd4e3290,SDN 8 RIO PAKAVA
80bd6557-013c-e111-9015-1fd6e8e48fe3,SDN 28 BANAWA SELATAN
c0d46b57-013c-e111-93fa-0f86263b6680,SDN 9 BANAWA
705abc58-013c-e111-93bd-f3b38faeffae,SMP NEGERI SATU ATAP KAGEROA
0054a9a4-31f3-e111-a6ed-fb7f97e09b81,SMP SATU ATAP NEGERI 10 SIGI
40b7b058-013c-e111-908f-b779f084ad50,SMP NEGERI 3 SIGI
50a198fb-32b5-e111-9760-3b5303bf8e03,SMP NEGERI 3 SATAP SINGKUP
e097bd58-013c-e111-91ef-1daa7f842fef,SMP NEGERI SATU ATAP
80ba6458-013c-e111-9a32-47d267fb8c6b,SD PGRI PALU
00ef2f57-013c-e111-afd3-ef5ba912bc52,SD INPRES 1 UJUNA
a04d4257-013c-e111-b6fa-038d56ac5b37,SD INPRES 2 PAISUBATU
c820d425-f477-4fbf-8c28-d2c7deaac468,SMAN 1 LAMPASIO
20325d5c-fbfe-e111-bc61-098917759cce,SDN TANGKELAI
a0222458-013c-e111-9966-5d5746ea1067,SD NEGERI 4 MOUTONG
00532058-013c-e111-91c0-3bd8295d8658,SD NEGERI 1 BOBALO
a72e5198-e009-4948-99b0-4e2b2b71c1bf,MIS ABNAUL KHAIRAAT LAKEA
c0973e58-013c-e111-8a7e-b5f71227729a,SD NEGERI TUMBULAWA
c0a11858-013c-e111-b489-edef489e0262,SD INPRES 2 BANTAYA
e0ac5c88-4cdf-e111-a4dc-5d002e69b7e6,SMP NEGERI 4 DAMPAL SELATAN
702b5e58-013c-e111-b845-896dc59e10c5,SD MUHAMMADIYAH POSO
80aeb658-013c-e111-8cb6-9f71afe37293,SMP NEGERI 2 AMPIBABO
4c812279-4ef3-4c87-a1ad-8a4eafd973a2,SMPN 4 PALELEH BARAT SATAP HULUBALANG
10941458-013c-e111-b49e-913f294bcdf6,SD KECIL SALUBANGA
00025a58-013c-e111-b0d8-915eee7de967,SD BALA KESELAMATAN KANTEWU
8049f957-013c-e111-b967-7bf87d42eeac,SD NEGERI PINJAN
2066ae58-013c-e111-8dcb-0d39bf4966bf,SMP NEGERI 1 BUKO SELATAN
60d0f057-013c-e111-936c-5581d1415a24,SD NEGERI 3 MALALA
3048c457-013c-e111-ac10-85c6fdc08949,SD INPRES 1 BALANTAK
0074d858-013c-e111-b434-850b012f387e,SMP NEGERI 8 PALU
b04ee257-013c-e111-b9e3-a56ce85f953e,SD NEGERI 14 BIAU
03985b9a-a756-4db8-9284-4f8f59082cce,SDN 32 BANAWA SELATAN
49282aee-10ed-4fc4-9679-7464eee9869b,SMAN 1 MASAMA
a0886257-013c-e111-92c2-efc7fcb579e0,SDN 23 BANAWA SELATAN
804d3157-013c-e111-a006-5f46b84b844b,SD NEGERI TADIANABUNGIN
9e7ac61c-7400-4312-84a2-9aca9b7f78f2,MTSS USWATUN HASANAH MODO
80be0058-013c-e111-a7b5-db135a1e66d9,SD NEGERI JAWI-JAWI
c06ee357-013c-e111-89ef-dbebcb71ed93,SD NEGERI 6 TILOAN
98334b45-9479-432f-a6a6-23bb4e5bd6cd,SMKN AMPIBABO
b0e6a457-013c-e111-a68c-a108fbc1d7bd,SD NEGERI 2 TAMBARANA
a0f08a57-013c-e111-b5f2-3128276fbc42,SDN 5 SIRENJA
802eba57-013c-e111-a77d-0b0b43109811,SD NEGERI HUHAK
1002ca58-013c-e111-b91d-8197a13e83b9,SMP NEGERI 1 DAMPAL SELATAN
10ce0fbf-f3fe-e111-aadd-15b3192c432b,SMP NEGERI SATU ATAP MINANGA
e07f4657-013c-e111-9ef3-45053ff3016d,SD INPRES PANDALUK
907ee157-013c-e111-9eff-fd2ca17b16c3,SD NEGERI 4 BIAU
a0fb3c57-013c-e111-8f19-27ad48d7a943,SD NEGERI 1 OKUMEL
500d4457-013c-e111-a555-912b5ab5c48a,SD NEGERI KASUARI
40bd4a58-013c-e111-8f10-add18c427edb,SD INPRES 1 TATURA
c04ac857-013c-e111-96bf-75797abb2f5a,SD INPRES TRANS MAYAYAP
4081fc57-013c-e111-8326-3db72a59824c,SD NEGERI PADALAA
2050ce58-013c-e111-9237-9d2d2ec473f5,SMP NEGERI 2 BUNGKU
c0ded358-013c-e111-b293-c1d59637d214,SMP NEGERI 1 TAOPA
c0b9dad0-6585-e111-983e-df7eb2d13269,SMP NEGERI 1 RANDANGAN
0079d658-013c-e111-b5f7-dd6c6140cc1f,SMP NEGERI 3 ULUBONGKA
c05f9434-26ae-e211-8a02-5116bf72aac7,SMP NEGERI 6 DAMPELAS
4d0a77b2-3a98-4c8e-a4d2-49b1e1196141,SMKN 1 POSO
3a47703d-9de8-4dbf-b7ab-eed7030f6a52,SMAN 1 TOLI-TOLI UTARA
80d547ac-30f5-e011-ae5c-f53df22bf0f3,SD NEGERI 1 MOTABANG
70b12458-013c-e111-88ab-dbe3c258304e,SD INPRES MOUTONG BARAT
807f9957-013c-e111-9839-55e3fce3a8d5,SD NEGERI ALITUPU
f0aad758-013c-e111-b0ec-893414768574,SMP NEGERI 1 WALEA KEPULAUAN
f0d24a58-013c-e111-bf5b-b91bdd86f165,SD INPRES 2 TATURA
2011ce58-013c-e111-a333-dbb9994e9b42,SMP NEGERI 2 BUNGKU SELATAN
a021d0d4-54d9-e211-bf5f-59cd8ea4d1ec,SMP NEGERI 8 TOILI
80087449-1613-4389-86e1-93eaaf8b2de8,MTSS AL KHAIRAAT SALAKAN
f4491453-82d6-4b1c-992e-ba34790d743a,SMAN 2 BANGGAI
b2fdfeb3-2019-40f2-8584-9edd4c5b594b,MTSS ALKHAIRAAT SIDOAN
c0f97357-013c-e111-9c3b-49f7c2dc398d,SDN 12 SINDUE
a26a6943-f195-4005-86b9-d99366c1aea1,SMAS SARASWATI TOLAI
2005df58-013c-e111-9bc6-e96f7f1e6555,SMP GKST TARIPA
c01ad758-013c-e111-ba24-979cb4ca4309,SMP NEGERI 1 RATOLINDO
c030f957-013c-e111-b7ff-ebc8c56e4574,SD NEGERI 5 BINONTOAN
e048cb58-013c-e111-9c84-795dc168fe05,SMP NEGERI 3 TOLITOLI
50591f58-013c-e111-951d-1196d389feae,SD NEGERI 1 EEYA
3b500cf5-5f2f-40e5-b3a6-81d81f652426,SMKN 5 PALU
c002cb58-013c-e111-88ea-6d128f94e795,SMP NEGERI 7 TOLITOLI
d140f08d-2021-47d2-9e7b-702fd8519102,MTS IKHLAASUL KHAIRAAT
80e4f057-013c-e111-a232-2d358f05912b,SD NEGERI 1 TINABOGAN
10a18057-013c-e111-bb3c-770d4233b4e1,SDN 24 BALAESANG
c096b958-013c-e111-880e-7df9d1fc9073,SMP NEGERI 1 PAMONA UTARA
4d5db373-6582-43f4-b55b-17c24739fdd4,SMAN 1 TOJO
f0523a58-013c-e111-b20e-1b4bd6747605,SD NEGERI 2 BALINGARA
70f03558-013c-e111-b80e-6d639def0e71,SD NEGERI SANDADA
c0c4e558-013c-e111-b8b2-59078b05e7a9,SMP KATOLIK SANTO PAULUS PALU
507fd558-013c-e111-b9e5-4fcbb0630863,SMP NEGERI 1 MEPANGA
9ccd9e0d-14a7-42cf-891d-59568464efc3,MIS AL-IKHLAS MENSUNG
504ed958-013c-e111-9782-c1978d0d5fc9,SMP NEGERI 1 PALU
002e8f58-013c-e111-afee-e5f85c3f489f,SMP NEGERI 1 LORE SELATAN
b7146579-059c-4ea0-8069-b2159df463f2,SMKN 1 PAMONA UTARA
502acf58-013c-e111-a91b-ef5a26916552,SMP NEGERI 3 MORI ATAS SATAP
b0e52258-013c-e111-9a7a-b3c55fb70094,SD INPRES 1 TINGKULANG
0092f757-013c-e111-a6e3-75d1fbd580e8,SD NEGERI 1 KALANGKANGAN
a0bf8957-013c-e111-88d0-1ff3fc89bef2,SDN 2 RIO PAKAVA
0469435f-3dc5-41f9-a882-6aa172724d4a,MAS AL-KHAERAAT PEBATAE
20cdb558-013c-e111-bd12-9d5c1aa080e1,SMP NEGERI 1 PINEMBANI
007a7338-69e7-e111-90ac-c571b87d1b70,SMP NEGERI 2 BATUDAKA
e07cc858-013c-e111-9c11-bf37f22fa131,SMP NEGERI 2 BUKAL
9893dfb6-ba35-443c-9b30-c8c777e629f8,PPS Al Mishbah
206f3958-013c-e111-8a21-a7e1c637186c,SD NEGERI MANTANGISI
b0ebbd58-013c-e111-b329-5b7bb78715c7,SMP NEGERI SATU ATAP HION
e07b0558-013c-e111-b420-1de7cbd26822,SD NEGERI KUMPI
80e1f18e-e476-413c-9d40-b1dfadc7270d,SMA NEGERI 1 SINDUE TOBATA
a03f0058-013c-e111-8f27-2bde26fd6445,SD NEGERI LAKOMBULO
a018c277-eafe-e111-b246-b5f6910abfb4,SMP NEGERI 2 Rio Pakava
40bfb057-013c-e111-a1af-bf16035b187e,SD INPRES MASING
204b5f88-4cdf-e111-a91d-6fbfb80ad4ae,SMP NEGERI 3 DAMPAL UTARA
2072ddbd-effe-e111-af06-f9683d7b7196,SMP NEGERI 3 LAMPASIO
0e097fcd-9bfb-46c0-9fa0-84bc59e9d1cd,SMPN 6 PALELEH
605dbf58-013c-e111-abd4-7746149a5499,SMP NEGERI 1 PAGIMANA
bfd6b4f3-f1a5-43b2-8f4e-8c174b1c93da,MTSS ALKHAIRAAT TOMINI
c0461258-013c-e111-bbc2-bd8138b07728,SD NEGERI 2 TANASUMPU
e0bfb158-013c-e111-baf2-f3c542223ffe,SMP NEGERI 4 SIGI
e0438b57-013c-e111-874d-0104abe06d71,SDN 6 TANANTOVEA
e0d44057-013c-e111-827a-8fc140ffcfb4,SD INPRES MINANGA
6098e457-013c-e111-b438-49263ed64ef3,SD NEGERI 03 BUKAL
98b1234e-ec15-4126-804a-28b2e800e3fe,SMAN 9 LUWU UTARA
40e79457-013c-e111-bb5f-9747f3cd2280,SD NEGERI 2 PENDOLO
f0150ae3-2637-4121-94a0-264eec41a134,MADYAMA WIDYALAYA DWI JENDRA
20e9d357-013c-e111-a7fd-5327dd434ca9,SD INPRES PULO DALAGAN
80539a57-013c-e111-9680-1bf87af99659,SEKOLAH DASAR NEGERI WINOWANGA
e04a8357-013c-e111-b8ab-d399900853ff,SDN 10 DAMPELAS
e01acc58-013c-e111-aea6-e1bc32487e86,SMP NEGERI 2 TOLITOLI
9052ea57-013c-e111-8c76-1b840a7e83b8,SD NEGERI 2 BAJUGAN
10c05c5c-fbfe-e111-90a2-710e1a08fe54,SD NEGERI AMALALANG KASIMBAR SELATAN
60393758-013c-e111-83cc-fbb895ce8e1f,SD NEGERI BORNEANG
f0872358-013c-e111-ae42-851ca5fb3fc3,SD NEGERI 2 TILUNG
90f5d957-013c-e111-b279-a155fa8b3e22,SD NEGERI 11 MOMUNU
502a428e-99e2-e111-8660-cfea3952cd04,SMP NEGERI 4 LAMPASIO
fd6fa33c-323d-4545-b510-575e8f35b6b9,SMKS MUHAMMADIYAH 1 PALU
c0bec77e-30f5-e011-95a8-114d6fd0fab8,SMP NEGERI 1 LOA JANAN
b023e646-34ac-4360-a605-9c6bdf16882f,SMKN 3 AMPANA KOTA
00a1d458-013c-e111-a46d-d141a6290bc0,SD SMP SATU ATAP NEGERI 1 KASIMBAR
40f57757-013c-e111-9dbf-e94fddbd89cc,SDN 5 SINDUE TOMBUSABORA
d05cec57-013c-e111-865d-d5fe31e5980c,SD NEGERI PULIAS PANTAI
d05dc577-eafe-e111-9e39-99dc56a043fd,SMPN Satap 2 Balaesang Tanjung
4023f157-013c-e111-8432-b30af880c4a8,SD NEGERI 1 MALOMBA
20b06388-4cdf-e111-aee8-5be65604a691,SMP NEGERI 6 TOLITOLI UTARA
d03c3957-013c-e111-bbb6-1f8073302ec6,SD INPRES 1 SALAKAN
005e9057-013c-e111-9074-01167f53c954,SDN 8 PINEMBANI
109d9515-6200-e211-bd79-c3d4f92cdc7b,Data sekolah kosong (ID tidak aktif/invalid)
50ffe641-66cd-419e-b71c-ab20c46025e7,SMKN 1 TILOAN
7087c377-eafe-e111-818f-7577bf8d7390,SMPN Satap 3 Banawa Tengah
307a804b-eefe-e111-9b78-1d23157429cf,SMP NEGERI 1 POSO KOTA SELATAN
40dac158-013c-e111-bb10-0f4023d9d7e7,SMP NEGERI 3 BUALEMO
f06e994a-ebb7-e211-a092-ab4d05ba4054,SMPN SATAP 4 RIO PAKAVA
8099d67e-30f5-e011-9460-3f3a245156b0,SMP NEGERI 1 KONGBENG
204d0a58-013c-e111-9d72-cd6e6f1a80ed,SD NEGERI 1 BUNTA
579ff0f9-0f4c-4909-984b-223301ecf9bd,SMAN 1 BULAGI
22c52845-a3e9-481f-b5fc-fe8c1b9c3172,SMP ISLAM FATHUL HIKAM NAHDLATUL WATHAN
200dea57-013c-e111-ae40-c9bd0ec32fb6,SD NEGERI 3 DUNGINGIS
f0654a58-013c-e111-b5ec-718a56fb945e,SD NEGERI KAWATUNA
908e6457-013c-e111-be5c-65d23184bba0,SD NEGERI NOKE
dfabaf25-dce4-47af-99ee-79f6bcceb638,SD NEGERI 4 TERPENCIL MAGANGGAL BOBALO
90ae512b-5895-456c-a5c1-ef4a1498ea85,MTSS LUKSAGU
1345c257-aaae-4b6c-9fab-886488df1d06,SMKN 1 TOILI
8070cd58-013c-e111-977b-537337c4df47,SMP NEGERI 2 DAMPAL UTARA
e024f357-013c-e111-a90c-11402b04b74a,SD NEGERI BUTUN
d5a5b2bb-3cde-4e11-b1a9-9f27db1be29d,SD NEGERI LOUK
f1f72472-3a8a-43af-99e4-b7d8723ab98b,MTSS Alkhairaat Bomba
909fc558-013c-e111-bfa4-7f36e312232a,SMP NEGERI 2 MOMUNU
f0a2cb58-013c-e111-a830-f78b107a62fc,SMP NEGERI 1 DAKO PEMEAN
20c0c76d-090b-408c-8a20-ca4935199400,SMKN 2 PALU
aebc1484-136d-4a9d-9ab8-9d864278aa6a,SMAN 4 POSO
c03fd558-013c-e111-9028-9d9e228ea7da,SMP NEGERI 2 TINOMBO SELATAN
e0eead58-013c-e111-9983-03d90932981a,SMP NEGERI 1 PELING TENGAH
70a16c57-013c-e111-931a-f12ba81f7e18,SDN 13 BANAWA
38ba8d1d-d62a-4d76-844a-152af19dae47,SMKN 1 MEPANGA
0065da58-013c-e111-8b54-91e6ea30de89,SMP NEGERI 20 PALU
e0b6d658-013c-e111-86cd-29dc28b11e60,SMP NEGERI 2 AMPANA TETE
70105d57-013c-e111-b723-271942c5155b,SDN 1 RIO PAKAVA
60992658-013c-e111-889f-0daca8db0f2d,SD INPRES 1 LAMBUNU
c0e9f8e2-1443-4df1-b01a-53bcbc5c7442,SMAN 1 SINDUE TOMBUSABORA
10647257-013c-e111-a879-159ce86cb02f,SDN 6 LABUAN
80a91458-013c-e111-940a-bb35dd4af3e6,SD NEGERI KECIL TOKASA
7e6019fb-4e2a-4808-8fa4-d3078dc5e77a,SMAN 2 KASIMBAR
038ff341-0f81-48d0-98d1-e0cf8efb96ec,SMAN 1 PARIGI BARAT
e78e07f3-c990-4d9e-92ee-5bcd004e3dc4,MAS BAHRUL MUBARAK
94ce5cf5-fc97-4bd0-a70d-8189593c9cd8,SMAN 2 LUWUK
9089cb58-013c-e111-97e0-9bbe078c771d,SMP NEGERI 2 TOLI TOLI UTARA
30c52c58-013c-e111-86f2-89d8528be936,SD INPRES TANALANTO
a023c158-013c-e111-a361-0b66a4327dd2,SMP Negeri 3 Tinangkung
50143258-013c-e111-b22f-c3edad3ec2f4,SD NEGERI 1 KAYU AGUNG
8042e357-013c-e111-8fe8-fd6bda448ea0,SD NEGERI 4 TILOAN
f0c9625c-fbfe-e111-bb62-457dc15e445b,SMP NEGERI SATU ATAP 2 TINOMBO SELATAN
a087cf63-dd28-4d7b-ae47-96c25022a1ba,SMPN 4 Poso Pesisir Utara
a023d658-013c-e111-8c40-0f996b7f1490,SMP NEGERI 3 TOJO
a0d2fa57-013c-e111-9c69-9742ad0657ce,SD NEGERI 1 LINGADAN
5077b558-013c-e111-b0b9-bfe9dbb7be94,SMP NEGERI 2 Sindue Tobata
80a59457-013c-e111-a6d5-75cdc9e4faca,SD NEGERI 2 MAYOA
60984d58-013c-e111-b190-995170815b9b,SD NEGERI LASOANI
1a842500-4769-4ccb-a36d-bb789f8fd95b,SMAN 1 TINANGKUNG UTARA
c0508e57-013c-e111-b9ee-f72d825a2f07,SD NEGERI BULUBETE
fcf95144-d2fc-4106-94ad-dfdd9ce8457b,MTSS DDI KONGKOMOS
a0bef657-013c-e111-a4d7-556faa380398,SD NEGERI JANJA KOMPI
f0f08757-013c-e111-b503-a324e74bdc77,SDN 2 BANAWA SELATAN
60103d57-013c-e111-9d50-0dde9224bdeb,SDN 2 INPRES OKUMEL
00a244c0-0d26-e111-8873-4d6f8a061ac4,UPTD SMP NEGERI 2 SABBANGPARU
20760a58-013c-e111-9931-f3cc2b823400,SD NEGERI BUNGINTIMBE
c0b9da57-013c-e111-a72d-f5e4f0f335bb,SD NEGERI 20 BIAU
864acddb-117d-47cb-900c-7dfdeedb378a,MIS AL KHAIRAAT BIROBULI
d00ec377-eafe-e111-b426-fb706ce7268c,SMP NEGERI 6 SATAP BANAWA SELATAN
2036da57-013c-e111-8105-39f2e0331a38,SD NEGERI 14 MOMUNU
77972ca5-d9a4-4010-b221-37875120eb2b,MTSN TOJO UNAUNA
804fd457-013c-e111-b0a4-e50a305c8cc1,SD INPRES JAYA MAKMUR
0012d057-013c-e111-8dd9-5db95d32aa08,SD NEGERI 2 TANGEBAN
f80486d6-f0b0-45ca-ba67-72a48c46b054,SDN INPRES LABOTANKANDI
e777b4b5-72ed-4ac9-926e-5692a0739acc,SMA NEGERI 1 BANGKURUNG
30125557-013c-e111-bdde-99d7c446bb5c,SD NEGERI DODA
60f4d058-013c-e111-833a-9f2f27221d5f,SMP NEGERI 2 WITA PONDA
10d2cc58-013c-e111-80f4-8b6ecdae839c,SMP NEGERI 1 DONDO
c9574e84-0c0d-4fc0-af43-1543ae319731,MTSS ALKHAIRAAT SANDANA
e0eac258-013c-e111-b850-974cab39481b,SMP NEGERI 4 LUWUK TIMUR
30a7804b-eefe-e111-9dbb-c3285f1d3308,SMP NEGERI 4 LAGE
c0c25658-013c-e111-af5c-d3d8f70c144d,SD BALA KESELAMATAN DOMBU
b0cc2706-2df5-e011-894f-495439925171,SMP NEGERI 9 DEPOK
20e4e158-013c-e111-875a-89c7be29ffed,SMP MUHAMMADIYAH LAKEA
b0b591f1-e4f8-4140-bfa6-d2e743827409,SMA NEGERI 1 SIGI
cff091d4-599e-4dea-9a83-1e8299e03d26,SMA NEGERI 2 ULUBONGKA
60cf3c58-013c-e111-97db-e396c1cc1510,SD NEGERI 11 RATOLINDO
8099eb57-013c-e111-b83f-39cb5649af5f,SD NEGERI TARING
81647bd9-b41f-412a-8855-7b18ce1f3072,SDN 11 SINDUE TOBATA
b0d9d458-013c-e111-b66f-7d2d3e96cb05,SMP NEGERI 1 TINOMBO SELATAN
60019257-013c-e111-b6a3-53c814a1c614,SDN 5 SOJOL
